persona,source_type,tier,title,org,author,date,url,summary,excerpt,priority_axis,stance_signal,collector,verified,note
산업부,언론기사,t3,인사 나누는 문신학 산업통상부 차관과 박상진 한국산업은행 회장 - 뉴스핌,구글뉴스(산업통상부),,2026-07-22,https://www.newspim.com/news/view/20260722000384,"2026년 7월 22일 서울 정부서울청사에서 비상경제본부회의 겸 경제산업경쟁력강화 관계장관회의가 개최되었으며, 이 자리에서 문신학 산업통상부 차관과 박상진 한국산업은행 회장이 함께 참석하였다. 이는 산업통상부가 산업은행 등 금융기관과 협력하여 경제 및 산업 경쟁력 강화를 위한 정책 조율에 나서고 있음을 시사한다. 장관 입장에서는 차관이 해당 회의에 직접 참석해 부처 간 협력을 주도하고 있다는 점에서 정책 추진 기반이 가시화되는 긍정적 신호로 볼 수 있다.",문신학 산업통상부 차관과 박상진 한국산업은행 회장(왼쪽)이 22일 오전 서울 종로구 세종대로 정부서울청사에서 열린 비상경제본부회의 겸 경제산업경쟁력강화 관계장관회의에서 인사를 하고 있다.,산업경쟁력,우호,auto:harvest,Y,AI 초안(원문 전체 텍스트 기반) — verified=Y로 전환됨. excerpt 원문 대조 권장
산업부,언론기사,t3,발언하는 김정관 산업통상부 장관 - 뉴스1,구글뉴스(산업통상부),,2026-07-21,https://www.news1.kr/photos/8017989,"2026년 7월 21일 청와대에서 열린 국무회의에서 김정관 산업통상부 장관이 발언하는 모습을 담은 사진 기사로, 장관의 국무회의 참석 및 발언 사실이 공식 기록되었다. 해당 보도는 장관의 공식 활동을 확인하는 자료로서의 의미를 갖는다.",김정관 산업통상부 장관이 21일 청와대에서 열린 국무회의에서 발언을 하고 있다.,산업경쟁력,중립,auto:harvest,Y,AI 초안(원문 전체 텍스트 기반) — verified=Y로 전환됨. excerpt 원문 대조 권장
산업부,언론기사,t3,[인사] 산업통상부 - 연합뉴스,구글뉴스(산업통상부),,2026-07-10,https://www.yna.co.kr/view/AKR20260710027400003,"2026년 7월 10일자 산업통상부 인사 발령으로, 국장급 승진 인사가 단행되었다. 김장희가 신통상전략지원관으로 승진 임명되어 통상 전략 지원 체계가 강화된다. 장관 입장에서는 주요 직위 보임을 통해 조직 운영 기반을 정비하는 의미를 가진다.",◇ 국장급 승진 ▲ 신통상전략지원관 김장희,통상협상,우호,auto:harvest,Y,AI 초안(원문 전체 텍스트 기반) — verified=Y로 전환됨. excerpt 원문 대조 권장
산업부,언론기사,t3,"산업통상부, 원유 수급 긴급점검회의 - 연합뉴스",구글뉴스(산업통상부),,2026-07-13,https://www.yna.co.kr/view/PYH20260713038700013,"산업통상부 차관이 2026년 7월 13일 세종시 정부세종청사에서 원유 수급 긴급점검회의를 직접 주재하였으며, 이는 원유 수급 불안 상황에 대한 부처 차원의 선제적 대응 필요성을 시사한다. 장관 입장에서는 에너지 수급 안정 관리 책임이 부각되는 상황으로, 후속 정책 대응 및 관계 기관 조율이 요구된다.",문신학 산업통상부 차관이 13일 세종시 정부세종청사에서 원유 수급 긴급점검회의를 주재하고 있다.,공급망,우려,auto:harvest,Y,AI 초안(원문 전체 텍스트 기반) — verified=Y로 전환됨. excerpt 원문 대조 권장
산업부,언론기사,t3,"9주째 내린 주유소 기름값, 상승 전환?…최고가격제 강화될 듯",에너지신문,,2026-07-22,https://www.energy-news.co.kr/news/articleView.html?idxno=226992,"9주 연속 하락하던 주유소 휘발유 가격(7월3주 기준 리터당 1877.5원)이 호르무즈 해협 위기 고조 및 미·이란 군사 충돌로 인한 국제유가 반등으로 상승 전환이 예상되며, 이재명 대통령이 석유제품 최고가격제 상한을 높여야 할 것 같다고 언급한 것으로 전해져 산업부의 석유제품 가격 관리 정책 대응이 필요한 상황이다. 정유사 공급가격도 경유를 중심으로 전주 대비 큰 폭 상승(S-OIL 경유 +38.2원, HD현대오일뱅크 경유 +44.0원)하고 있어 소비자 물가 영향이 가시화될 가능성이 높다.",호르무즈 해협을 둘러싼 위기가 다시 고조되며 국제유가의 반등에 이재명 대통령이 더 내리거나 폐지했어야 할 석유제품 최고가격제를 더 높여야 할 것 같다는 언급을 한 것으로 전해졌다.,공급망,우려,auto:harvest,Y,AI 초안(원문 전체 텍스트 기반) — verified=Y로 전환됨. excerpt 원문 대조 권장
산업부,언론기사,t3,"가스안전公 서울서부지사, 국내체류 외국인대상 가스안전교육",에너지신문,,2026-07-22,https://www.energy-news.co.kr/news/articleView.html?idxno=226990,"한국가스안전공사 서울서부지사가 2026년 7월 숙명여대에서 국내체류 외국인 약 50명을 대상으로 가스안전교육을 실시하였으며, 이는 가스안전공사와 법무부 간 협업을 통한 사회통합프로그램 정규과정에 가스분야가 신설된 결과다. 산업부 산하 공공기관이 타 부처(법무부)와 협업해 안전 사각지대를 해소하는 사례로, 에너지안전 관리 체계의 포용적 확장이라는 정책 성과로 해석할 수 있다.",이번 교육은 국가별로 에너지 사용환경이 다양한 국내 체류외국인에게도 가스안전교육 기회를 제공하고 가스안전의식을 높여 사고를 예방하기 위한 것으로 가스안전공사와 법무부간 협업을 통한 국내체류 외국인 대상 사회통합프로그램 정규과정에 가스분야가 신설되며 교육이 이뤄지게 됐다.,에너지안전,우호,auto:harvest,Y,AI 초안(원문 전체 텍스트 기반) — verified=Y로 전환됨. excerpt 원문 대조 권장
산업부,언론기사,t3,"가스안전공사, 수소가스안전 허브센터 건설현장 폭염 안전점검",에너지신문,,2026-07-22,https://www.energy-news.co.kr/news/articleView.html?idxno=226989,"한국가스안전공사가 총사업비 255억원 규모의 수소가스안전 허브센터(충북 청주시 오송읍, 2027년 4월 준공 목표) 건설현장을 점검함으로써, 국가 수소 안전 인프라 구축 사업이 차질 없이 진행되고 있음을 확인할 수 있다. 현재 공정률 약 28%로 지난해 11월 착공 이후 정상 진행 중이며, 산업부가 추진하는 수소산업 확대 정책의 안전 기반이 구체적으로 조성되고 있다는 점에서 정책 이행 측면에서 긍정적 신호다.","수소가스안전 허브센터는 국가 수소산업 확대에 대응해 수소 관련 안전관리 역량과 기술 지원 체계를 강화하기 위한 핵심 인프라다. 총사업비 약 255억원이 투입되며, 충북 청주시 오송읍 일원에 부지면적 1541.1㎡, 지하 2층·지상 6층, 연면적 5357.98㎡ 규모로 건립된다.",산업경쟁력,우호,auto:harvest,Y,AI 초안(원문 전체 텍스트 기반) — verified=Y로 전환됨. excerpt 원문 대조 권장
산업부,언론기사,t3,"""원전 예산 폭증 주장은 통계 왜곡...과학·객관성 기반해야""",에너지신문,,2026-07-22,https://www.energy-news.co.kr/news/articleView.html?idxno=226985,"한국원자력학회가 시민단체의 '원전 비경제성' 보고서를 공개 반박하며 원자력 예산 증가는 통계적 착시라고 주장한 이 기사는, 정부의 친원전 정책 기조를 학술적으로 뒷받침하는 근거가 된다. 학회는 2009~2026년 신재생에너지 예산(약 23조원)이 원자력 예산(18조원)을 웃돌며 RPS 의무이행비용 포함 시 신재생 지원 규모가 원자력의 3.5배에 달한다는 수치를 제시해, 원전 확대 정책의 형평성 논거를 강화했다. 산업부 장관으로서는 AI 시대 전력수요 대응 및 SMR 등 차세대 원전 기술 투자의 정당성을 공론장에서 방어하는 데 유리한 외부 지원 논거를 확보한 셈이다.",에너지 정책은 이념이 아닌 객관적 데이터와 과학적 분석을 기반으로 논의돼야 한다,산업경쟁력,우호,auto:harvest,Y,AI 초안(원문 전체 텍스트 기반) — verified=Y로 전환됨. excerpt 원문 대조 권장
산업부,언론기사,t3,"기계설비협회, 대림대에 인재양성 지원금 2000만원 쾌척",에너지신문,,2026-07-22,https://www.energy-news.co.kr/news/articleView.html?idxno=226987,"대한기계설비건설협회가 2026년 7월 22일 대림대학교에 기계설비 전문인력 양성 지원금 2000만원을 전달했으며, 이는 2024년부터 이어온 민간 주도 산업인력 양성 활동의 일환이다. 탄소중립 실현, 에너지 효율 향상, 스마트 건축 확산 등 국가적 과제와 직결되는 기계설비 분야의 전문인력 공급 기반이 민간 협회 차원에서 자발적으로 강화되고 있다는 점은 산업부의 인력양성 정책 방향과 부합한다.","허용주 기계설비협회 회장은 '기계설비산업은 탄소중립 실현, 에너지 효율 향상, 스마트 건축 확산 등 국가적 과제를 해결하는 핵심 산업으로 그 중요성이 더욱 커지고 있는 만큼 인재 양성에 더욱 힘써 달라'고 당부했다.",산업경쟁력,우호,auto:harvest,Y,AI 초안(원문 전체 텍스트 기반) — verified=Y로 전환됨. excerpt 원문 대조 권장
산업부,언론기사,t3,"가스공사, 온톨로지 기반 AX 플랫폼 구축…AI 혁신 시동",에너지신문,,2026-07-22,https://www.energy-news.co.kr/news/articleView.html?idxno=226983,"한국가스공사가 2026년 7월 22일 온톨로지 기반 AX 플랫폼 구축 사업에 착수함으로써, 공공 에너지 기관의 AI 전환(AI Transformation) 선도 사례가 마련되고 있다. 이는 산업부가 추진하는 공공기관 디지털·AI 혁신 정책과 부합하며, 올해 3월 정부가 마련한 '공공데이터의 인공지능 친화적(AI-Ready) 관리지침'이 실제 현장에 적용되는 첫 공공 에너지 기관 사례로서 정책 실행력을 입증한다. 천연가스 생산 분야를 시작으로 전체 밸류체인으로 확대될 경우 에너지 산업 전반의 데이터 기반 경쟁력 제고 효과를 기대할 수 있다.",가스공사는 이번 플랫폼 구축 과정에서 올해 3월 정부가 마련한 '공공데이터의 인공지능 친화적(AI-Ready) 관리지침'을 반영해 AI가 안정적으로 데이터를 활용할 수 있는 관리 체계를 구축할 예정이다.,산업경쟁력,우호,auto:harvest,Y,AI 초안(원문 전체 텍스트 기반) — verified=Y로 전환됨. excerpt 원문 대조 권장
